	step	epoch	lr	loss_step	accuracy_step	params_norm_step	logits_norm_step	grads_norm_step	mu_norm_step	nu_norm_step	sharpness_step	n_iter	attempt	pre_sharpness_step	pre_n_iter	pre_attempt	num_params
0	1.0	1.0	9.765625e-07	0.5552643707997867	0.07819999754428864	55.53586959838867	3.2197890281677246	5.544979095458984	0.0	0.0	48.818809156135195	5.0	0.0	1174515.4502797571	7.0	0.0	2103818
1	2.0	1.0	1.9531249999999996e-06	0.5522829609700907	0.07800000160932541	55.535858154296875	3.210397243499756	5.520275115966797	0.554498016834259	0.0007548114517703652	49.43417446286699	5.0	0.0	293294.4125541009	5.0	2.0	2103818
2	3.0	1.0	2.9296875e-06	0.5464016998506647	0.07840000092983246	55.53583526611328	3.191812038421631	5.471107006072998	1.0510754585266113	0.0015024474123492837	49.32864218327511	5.0	0.0	178776.56553087532	5.0	0.0	2103818
3	4.0	1.0	3.90625e-06	0.5377794426137724	0.07859999686479568	55.535797119140625	3.164334774017334	5.3985209465026855	1.4930765628814697	0.002236616797745228	49.169904489534176	5.0	0.0	128025.23703166215	5.0	0.0	2103818
4	5.0	1.0	4.8828125e-06	0.5263669012160214	0.07899999618530273	55.53574752807617	3.127504587173462	5.301197052001953	1.8836146593093872	0.002951574046164751	48.96350482107428	5.0	0.0	100133.03959115919	5.0	0.0	2103818
5	6.0	1.0	5.859375e-06	0.5125530512768783	0.07979999482631683	55.53568649291992	3.082321882247925	5.181604385375977	2.2253577709198	0.003641433548182249	48.72202643665921	5.0	0.0	83694.90448908962	5.0	0.0	2103818
6	7.0	1.0	6.8359375e-06	0.49636037910080116	0.08020000159740448	55.535614013671875	3.0284414291381836	5.0398454666137695	2.5209507942199707	0.004301317036151886	48.43097311169702	5.0	0.0	71901.70468077554	5.0	0.0	2103818
7	8.0	1.0	7.8125e-06	0.4781844740736328	0.08060000091791153	55.53553009033203	2.9666409492492676	4.877469539642334	2.77278208732605	0.004926313180476427	48.109088883661	5.0	0.0	63697.07109493328	5.0	0.0	2103818
8	9.0	1.0	8.789062500000001e-06	0.4582854401767631	0.08020000159740448	55.53543472290039	2.8972830772399902	4.694918155670166	2.983154058456421	0.005512634292244911	47.75870064654117	5.0	0.0	57557.293543974294	5.0	0.0	2103818
9	10.0	1.0	9.765625e-06	0.43693995385308565	0.0811999961733818	55.53533172607422	2.8208703994750977	4.492860317230225	3.1541786193847656	0.006056870799511671	47.3818099016691	5.0	0.0	52776.62781864334	5.0	0.0	2103818
