	step	epoch	lr	loss_step	accuracy_step	params_norm_step	logits_norm_step	grads_norm_step	mu_norm_step	nu_norm_step	sharpness_step	n_iter	attempt	pre_sharpness_step	pre_n_iter	pre_attempt	num_params
0	1.0	1.0	3.90625e-06	0.050223651579004165	0.1087999939918518	90.532958984375	0.09900455921888351	0.02794380858540535	0.0	0.0	0.08609643723257707	6.0	0.0	98833.65606372274	7.0	0.0	2103818
1	2.0	1.0	7.8125e-06	0.05018197029685289	0.10899999737739563	90.53294372558594	0.09888345748186111	0.02785307541489601	0.0027943814639002085	1.7322127732199988e-08	0.0860253713815549	6.0	0.0	44784.14927476773	7.0	0.0	2103818
2	3.0	1.0	1.1718750000000002e-05	0.05010054548157395	0.10979999601840973	90.53292083740234	0.0987023264169693	0.02767922915518284	0.00530024291947484	3.450885799338721e-08	0.08588680493786524	6.0	0.0	29325.38778841397	7.0	0.0	2103818
3	4.0	1.0	1.5625e-05	0.049979398729068675	0.1103999987244606	90.53288269042969	0.09852012991905212	0.027415694668889046	0.007538097910583019	5.145112780269301e-08	0.08569123899264193	6.0	0.0	21815.037783049793	7.0	0.0	2103818
4	5.0	1.0	1.953125e-05	0.049819012779785246	0.11059999465942383	90.5328369140625	0.09843645244836807	0.027064837515354156	0.00952572375535965	6.804220475942202e-08	0.08547006089296513	6.0	0.0	17400.9885032597	7.0	0.0	2103818
5	6.0	1.0	2.34375e-05	0.049621960519682894	0.11319999396800995	90.53279876708984	0.09861118346452713	0.02663620002567768	0.011279311962425709	8.417760000156704e-08	0.08526087726834511	6.0	0.0	14572.628867113348	7.0	0.0	2103818
6	7.0	1.0	2.734375e-05	0.04938882480073609	0.11679999530315399	90.53276824951172	0.09921184182167053	0.026131968945264816	0.01281434390693903	9.976515968901367e-08	0.08509242457278202	6.0	0.0	12633.746501366933	7.0	0.0	2103818
7	8.0	1.0	3.125e-05	0.0491230946047191	0.12139999866485596	90.53275299072266	0.10043079406023026	0.02555670775473118	0.014144917950034142	1.1472225480702036e-07	0.08498787330297021	6.0	0.0	11201.676395012555	7.0	0.0	2103818
8	9.0	1.0	3.5156250000000004e-05	0.048826301169243976	0.12780000269412994	90.53276824951172	0.10249544680118561	0.024910224601626396	0.015284117311239243	1.2897892531782418e-07	0.0850229451386541	6.0	0.0	10118.047419992745	7.0	0.0	2103818
9	10.0	1.0	3.90625e-05	0.04850331036184813	0.1356000006198883	90.5328140258789	0.10554318875074387	0.024207599461078644	0.016243642196059227	1.4247520141452696e-07	0.08518395188949658	6.0	0.0	9237.194866355147	7.0	0.0	2103818
10	11.0	1.0	4.296875e-05	0.048154311296101315	0.14499999582767487	90.53291320800781	0.10982421785593033	0.02344268560409546	0.017035529017448425	1.5516803841819637e-07	0.0855580844024858	6.0	0.0	8566.599650046364	7.0	0.0	2103818
11	12.0	1.0	4.6875e-05	0.04778463810030039	0.1542000025510788	90.53308868408203	0.1153893917798996	0.022623127326369286	0.017669878900051117	1.6701636695870548e-07	0.08612726978790981	6.0	0.0	8029.417699136727	7.0	0.0	2103818
12	13.0	1.0	5.0781250000000004e-05	0.04739734265042499	0.16699999570846558	90.53333282470703	0.12236029654741287	0.021758602932095528	0.018156642094254494	1.7799446538901975e-07	0.08694757123399034	6.0	0.0	7617.85640102457	7.0	0.0	2103818
