	step	epoch	lr	loss_step	accuracy_step	params_norm_step	logits_norm_step	grads_norm_step	mu_norm_step	nu_norm_step	sharpness_step	n_iter	attempt	pre_sharpness_step	pre_n_iter	pre_attempt	num_params
0	1.0	1.0	0.001	0.5552643707997867	0.07819999754428864	55.53586959838867	3.2197890281677246	5.544979095458984	0.0	0.7548216581344604	49.48583441848094	5.0	0.0	41069.94833176312	6.0	2.0	2103818
1	2.0	1.0	0.001	0.46680121558472604	0.0803999975323677	55.53548049926758	2.9270498752593994	4.772227764129639	0.554498016834259	0.7548216581344604	47.89969945778527	5.0	0.0	12810.77615963619	6.0	0.0	2103818
2	3.0	1.0	0.001	0.37064042963298693	0.08479999750852585	55.534976959228516	2.569023609161377	3.8301587104797363	0.9760947227478027	0.7546339631080627	46.34382519023375	5.0	0.0	9488.395962225706	5.0	0.0	2103818
3	4.0	1.0	0.001	0.28733812093422795	0.09079999476671219	55.534446716308594	2.2115578651428223	2.8529014587402344	1.2609318494796753	0.7542501091957092	45.11725797799569	5.0	0.0	8030.485984198793	5.0	0.0	2103818
4	5.0	1.0	0.001	0.22521465850477349	0.09919999539852142	55.53396224975586	1.9055542945861816	1.913007140159607	1.4189928770065308	0.7537046074867249	44.084395827465634	4.0	0.0	7147.780216617145	5.0	0.0	2103818
5	6.0	1.0	0.001	0.1855146852161839	0.10480000078678131	55.533573150634766	1.6890077590942383	1.0657130479812622	1.4664500951766968	0.7530458569526672	43.49101209421189	4.0	0.0	6558.356475121147	5.0	0.0	2103818
6	7.0	1.0	0.001	0.16514034924139578	0.11479999870061874	55.533287048339844	1.5716944932937622	0.4439023733139038	1.422282338142395	0.7523217797279358	42.96570483375884	4.0	0.0	6086.126608659641	5.0	0.0	2103818
7	8.0	1.0	0.001	0.1580342700200156	0.1281999945640564	55.5330810546875	1.530802845954895	0.5437980890274048	1.307665228843689	0.7515720725059509	42.41923195817133	4.0	0.0	5698.246119196931	5.0	0.0	2103818
8	9.0	1.0	0.001	0.15738526592327068	0.13379999995231628	55.53293991088867	1.5287768840789795	0.9205676317214966	1.1452841758728027	0.7508237361907959	41.68474217918475	4.0	0.0	5356.91916925491	5.0	0.0	2103818
9	10.0	1.0	0.001	0.15750429877570649	0.14339999854564667	55.53286361694336	1.5328587293624878	1.1744691133499146	0.9578438997268677	0.750089168548584	40.747473840423055	4.0	0.0	5051.20375028855	5.0	0.0	2103818
10	11.0	1.0	0.001	0.1551898843685289	0.15240000188350677	55.532840728759766	1.523152232170105	1.2840039730072021	0.7670594453811646	0.7493690252304077	39.618752014953856	4.0	0.0	4768.790204014755	5.0	0.0	2103818
11	12.0	1.0	0.001	0.1493803362200827	0.15879999101161957	55.532894134521484	1.4931960105895996	1.2670811414718628	0.5915367007255554	0.7486572861671448	38.37066669122503	4.0	0.0	4525.726038476497	5.0	0.0	2103818
12	13.0	1.0	0.001	0.14070026052971665	0.1679999977350235	55.53303909301758	1.4456344842910767	1.156153678894043	0.44711795449256897	0.7479463219642639	37.113295091100305	4.0	0.0	4331.705863845482	5.0	0.0	2103818
13	14.0	1.0	0.001	0.13064751914750003	0.17819999158382416	55.53329086303711	1.3888423442840576	0.9852257966995239	0.3453878164291382	0.7472299933433533	35.91793885175143	4.0	0.0	4179.89746999262	5.0	0.0	2103818
14	15.0	1.0	0.001	0.12065817210965056	0.19259999692440033	55.53365707397461	1.331360936164856	0.7814092636108398	0.2895227372646332	0.7465057373046875	34.83403371639837	4.0	0.0	4077.2726877210794	5.0	0.0	2103818
15	16.0	1.0	0.001	0.11193259400546557	0.2053999900817871	55.534141540527344	1.2814087867736816	0.5701445937156677	0.2684384286403656	0.7457733154296875	33.89591404972759	4.0	0.0	3986.516836659025	5.0	0.0	2103818
16	17.0	1.0	0.001	0.10501418877189049	0.20999999344348907	55.53472137451172	1.2432610988616943	0.3744613528251648	0.2623477280139923	0.7450347542762756	33.092492099568034	4.0	0.0	3923.5070083636397	5.0	0.0	2103818
17	18.0	1.0	0.001	0.10000370953151116	0.21519999206066132	55.53538513183594	1.217642068862915	0.22746728360652924	0.2564331889152527	0.7442923188209534	32.39945096862543	4.0	0.0	3890.498731071827	5.0	0.0	2103818
18	19.0	1.0	0.001	0.09654665088203343	0.219200000166893	55.53609085083008	1.20155668258667	0.19020825624465942	0.2448069155216217	0.7435484528541565	31.794439971138917	4.0	0.0	3858.494083509311	5.0	0.0	2103818
19	20.0	1.0	0.001	0.0941008165580576	0.2272000014781952	55.53680419921875	1.1902140378952026	0.2497422993183136	0.22768236696720123	0.7428052425384521	31.24675865440074	4.0	0.0	3816.85105347504	5.0	0.0	2103818
20	21.0	1.0	0.001	0.09208483554466688	0.23240000009536743	55.537506103515625	1.1790000200271606	0.31787800788879395	0.2084559202194214	0.7420634627342224	30.713310955413835	4.0	0.0	3769.5665752507634	5.0	0.0	2103818
21	22.0	1.0	0.001	0.09003690880546864	0.23579999804496765	55.538169860839844	1.1647464036941528	0.3613838255405426	0.1915927529335022	0.7413235902786255	30.18477556263824	4.0	0.0	3720.296425598049	5.0	0.0	2103818
22	23.0	1.0	0.001	0.08770620389865694	0.2386000007390976	55.538787841796875	1.1461323499679565	0.37474706768989563	0.1807992160320282	0.7405853867530823	29.658064292867948	4.0	0.0	3663.428621739192	5.0	0.0	2103818
23	24.0	1.0	0.001	0.0850566758094066	0.2441999912261963	55.53936767578125	1.123447060585022	0.3622285723686218	0.17710675299167633	0.7398481965065002	29.15160994709142	4.0	0.0	3608.0370875249605	5.0	0.0	2103818
24	25.0	1.0	0.001	0.0821904105861433	0.24959999322891235	55.5399169921875	1.0981353521347046	0.32948896288871765	0.17876197397708893	0.739111602306366	28.6581742785151	4.0	0.0	3557.158374419241	5.0	0.0	2103818
25	26.0	1.0	0.001	0.07933702049639252	0.25920000672340393	55.54044723510742	1.072359561920166	0.28415316343307495	0.1824474185705185	0.738375186920166	28.1844122199371	4.0	0.0	3505.3795502260127	5.0	0.0	2103818
26	27.0	1.0	0.001	0.07665657606895976	0.2655999958515167	55.54097366333008	1.048313856124878	0.23245862126350403	0.18520818650722504	0.7376387119293213	27.744706016834964	4.0	0.0	3450.2261596932253	5.0	0.0	2103818
27	28.0	1.0	0.001	0.07426491049813243	0.2775999903678894	55.541500091552734	1.0274142026901245	0.18211403489112854	0.18511107563972473	0.7369022965431213	27.345738166530722	4.0	0.0	3411.183671936907	5.0	0.0	2103818
28	29.0	1.0	0.001	0.07217837005349362	0.28939998149871826	55.54203796386719	1.0102750062942505	0.14002642035484314	0.18138650059700012	0.7361660599708557	26.982775261038388	4.0	0.0	3366.418241248316	5.0	0.0	2103818
29	30.0	1.0	0.001	0.07037040789250396	0.296999990940094	55.542579650878906	0.9967789053916931	0.11515610665082932	0.17407329380512238	0.7354302406311035	26.654758671526253	4.0	0.0	3332.378310925226	5.0	0.0	2103818
30	31.0	1.0	0.001	0.06875805357031992	0.306799978017807	55.54312515258789	0.9858923554420471	0.10948102176189423	0.1638796329498291	0.7346948385238647	26.355431537013654	4.0	0.0	3301.6907007592017	5.0	0.0	2103818
31	32.0	1.0	0.001	0.06726071224959417	0.3141999840736389	55.543670654296875	0.9768106341362	0.11605680733919144	0.1517668515443802	0.7339602708816528	26.0880070945172	4.0	0.0	3275.488904675438	5.0	0.0	2103818
32	33.0	1.0	0.001	0.06580608789197653	0.32679998874664307	55.544219970703125	0.9686238169670105	0.12486331909894943	0.1388639211654663	0.7332264184951782	25.83203872857186	4.0	0.0	3241.596327997501	5.0	0.0	2103818
33	34.0	1.0	0.001	0.06436555619713223	0.3400000035762787	55.54476547241211	0.9610334038734436	0.1300782710313797	0.12630781531333923	0.7324934601783752	25.589677685382256	4.0	0.0	3220.0665555294217	5.0	0.0	2103818
34	35.0	1.0	0.001	0.06294046636985057	0.3497999906539917	55.545318603515625	0.9535455107688904	0.12952902913093567	0.1149628758430481	0.7317611575126648	25.35837337250458	4.0	0.0	3197.266129399918	5.0	0.0	2103818
35	36.0	1.0	0.001	0.06154065113233538	0.35920000076293945	55.545875549316406	0.9462456703186035	0.1242528185248375	0.10543682426214218	0.731029748916626	25.13744785503116	4.0	0.0	3178.8722394356755	5.0	0.0	2103818
36	37.0	1.0	0.001	0.06017337854827407	0.370199978351593	55.546443939208984	0.939059853553772	0.11499646306037903	0.09788285940885544	0.7302990555763245	24.929554538035873	4.0	0.0	3167.7438136728374	5.0	0.0	2103818
37	38.0	1.0	0.001	0.05886010198892606	0.38179999589920044	55.547027587890625	0.93210369348526	0.10350028425455093	0.09212514013051987	0.7295689582824707	24.730342600203613	4.0	0.0	3160.8073696578963	6.0	0.0	2103818
38	39.0	1.0	0.001	0.05760149631484378	0.3935999870300293	55.54762649536133	0.9252050518989563	0.09172551333904266	0.08773642033338547	0.7288395762443542	24.544278026117333	4.0	0.0	3152.6941067187768	6.0	0.0	2103818
39	40.0	1.0	0.001	0.05641121808785078	0.4034000039100647	55.54824447631836	0.9184480309486389	0.08128609508275986	0.08422158658504486	0.7281107902526855	24.363022114467693	4.0	0.0	3136.5461076018696	6.0	0.0	2103818
40	41.0	1.0	0.001	0.05528351835238176	0.4171999990940094	55.54887771606445	0.9117944836616516	0.07413648813962936	0.08118147403001785	0.7273827195167542	24.19071126231332	4.0	0.0	3127.698634351467	6.0	0.0	2103818
41	42.0	1.0	0.001	0.05422369343883101	0.4259999990463257	55.549522399902344	0.9052877426147461	0.07075643539428711	0.07835673540830612	0.7266554236412048	24.029321748973864	4.0	0.0	3123.5587676464934	6.0	0.0	2103818
42	43.0	1.0	0.001	0.05323339552896532	0.43359997868537903	55.55018615722656	0.8990440964698792	0.07075880467891693	0.07565101981163025	0.725928783416748	23.879760377393204	4.0	0.0	3122.8350374990637	6.0	0.0	2103818
43	44.0	1.0	0.001	0.05229817800648138	0.4421999752521515	55.55086135864258	0.8930196762084961	0.07254321128129959	0.07308994233608246	0.7252029180526733	23.738992248492472	4.0	0.0	3124.5874404686915	6.0	0.0	2103818
44	45.0	1.0	0.001	0.05140583023634158	0.4493999779224396	55.55154037475586	0.8872636556625366	0.07474091649055481	0.07076941430568695	0.7244777083396912	23.605612210515662	4.0	0.0	3124.4813096343873	6.0	0.0	2103818
45	46.0	1.0	0.001	0.05054715880961732	0.45739999413490295	55.55223083496094	0.8819683194160461	0.07600193470716476	0.06876517087221146	0.7237533926963806	23.480244145196284	4.0	0.0	3130.121652994834	6.0	0.0	2103818
46	47.0	1.0	0.001	0.049711950812323505	0.46559998393058777	55.55292510986328	0.8769711852073669	0.07519390434026718	0.0671142041683197	0.7230297923088074	23.369601393308535	4.0	0.0	3140.283442967352	6.0	0.0	2103818
47	48.0	1.0	0.001	0.04889131239387068	0.4765999913215637	55.55362319946289	0.8722530007362366	0.07236895710229874	0.06577397137880325	0.7223068475723267	23.264930311914163	4.0	0.0	3150.716141423313	6.0	0.0	2103818
48	49.0	1.0	0.001	0.048083879775977244	0.4878000020980835	55.554325103759766	0.867962658405304	0.06759227812290192	0.06462709605693817	0.7215846180915833	23.16794830640642	4.0	0.0	3166.8644049507134	6.0	0.0	2103818
49	50.0	1.0	0.001	0.04729579216845876	0.49799999594688416	55.55503845214844	0.8641929626464844	0.06168777123093605	0.06351162493228912	0.7208631038665771	23.081321072845935	4.0	0.0	3179.2062720329905	6.0	0.0	2103818
50	51.0	1.0	0.001	0.046531283990404196	0.5069999694824219	55.555763244628906	0.8607624769210815	0.0558822825551033	0.06227931007742882	0.7201422452926636	23.001247071683174	4.0	0.0	3198.096580989293	6.0	0.0	2103818
51	52.0	1.0	0.001	0.04579470914737642	0.5230000019073486	55.55649948120117	0.8576335906982422	0.051562439650297165	0.060825835913419724	0.7194221615791321	22.929140023292547	4.0	0.0	3216.9823607247044	6.0	0.0	2103818
52	53.0	1.0	0.001	0.04508652953080254	0.5343999862670898	55.557254791259766	0.8547449111938477	0.04889581725001335	0.0591542050242424	0.7187027335166931	22.869399184938665	4.0	0.0	3239.896545461257	6.0	0.0	2103818
53	54.0	1.0	0.001	0.044404844860040996	0.5449999570846558	55.55802536010742	0.8519983291625977	0.04743286967277527	0.057326558977365494	0.7179840803146362	22.80995143592438	4.0	0.0	3264.2779340925267	6.0	0.0	2103818
54	55.0	1.0	0.001	0.04374840772282496	0.5551999807357788	55.558815002441406	0.8492413759231567	0.046579670161008835	0.05542153865098953	0.7172662019729614	22.754881868236826	4.0	0.0	3286.4296767915985	6.0	0.0	2103818
55	56.0	1.0	0.001	0.043112410787430513	0.5669999718666077	55.55962371826172	0.846479058265686	0.04589998349547386	0.0535423718392849	0.7165488600730896	22.695938286210637	4.0	0.0	3313.008681153232	6.0	0.0	2103818
56	57.0	1.0	0.001	0.04249610262278365	0.5773999691009521	55.560455322265625	0.8437232375144958	0.04519440233707428	0.051760368049144745	0.7158323526382446	22.643696384853	4.0	0.0	3339.613417636536	6.0	0.0	2103818
57	58.0	1.0	0.001	0.0418958804152214	0.5852000117301941	55.561302185058594	0.8408090472221375	0.044203829020261765	0.05011391267180443	0.7151164412498474	22.592387105215177	4.0	0.0	3356.8499819191034	6.0	0.0	2103818
58	59.0	1.0	0.001	0.041310795253288526	0.5961999893188477	55.562164306640625	0.8380347490310669	0.04290348291397095	0.04861552640795708	0.714401364326477	22.540010276593694	4.0	0.0	3376.9167854962725	6.0	0.0	2103818
59	60.0	1.0	0.001	0.0407395306367589	0.6065999865531921	55.563045501708984	0.8353857398033142	0.04147017002105713	0.04726722091436386	0.7136870622634888	22.48693546377305	4.0	0.0	3397.811962237707	6.0	0.0	2103818
60	61.0	1.0	0.001	0.0401795042485198	0.616599977016449	55.563934326171875	0.8329945802688599	0.04016521945595741	0.046047061681747437	0.7129733562469482	22.43867491086165	4.0	0.0	3418.41052293008	6.0	0.0	2103818
61	62.0	1.0	0.001	0.03963233620994872	0.6243999600410461	55.564842224121094	0.830745279788971	0.039292484521865845	0.04493015632033348	0.712260365486145	22.387548368896883	4.0	0.0	3434.3633559507734	6.0	0.0	2103818
62	63.0	1.0	0.001	0.039097546285749823	0.6323999762535095	55.56575393676758	0.8285278081893921	0.03861956670880318	0.04388691484928131	0.7115481495857239	22.338842772508457	4.0	0.0	3453.208377924508	6.0	0.0	2103818
63	64.0	1.0	0.001	0.03857487165728799	0.6403999924659729	55.56668472290039	0.8265308141708374	0.03832476586103439	0.04291326180100441	0.7108365297317505	22.288335080875292	4.0	0.0	3475.2913000593076	6.0	0.0	2103818
64	65.0	1.0	0.001	0.03806548437369078	0.6498000025749207	55.567623138427734	0.8246397376060486	0.03781304880976677	0.042025692760944366	0.710125744342804	22.2393400759679	4.0	0.0	3494.1602404969544	6.0	0.0	2103818
65	66.0	1.0	0.001	0.037570264834666835	0.6577999591827393	55.56857681274414	0.8226433396339417	0.03714662045240402	0.041201408952474594	0.70941561460495	22.19143653036488	4.0	0.0	3508.4113258174743	6.0	0.0	2103818
66	67.0	1.0	0.001	0.037088634895662144	0.6629999876022339	55.56953811645508	0.820763349533081	0.03639072924852371	0.040431421250104904	0.708706259727478	22.143976830652694	4.0	0.0	3522.05579154727	6.0	0.0	2103818
67	68.0	1.0	0.001	0.03662099261721699	0.6729999780654907	55.57051467895508	0.8189244270324707	0.03567430377006531	0.03969864547252655	0.7079975605010986	22.098525499865737	4.0	0.0	3537.78347291296	6.0	0.0	2103818
68	69.0	1.0	0.001	0.036166892411525056	0.6807999610900879	55.571502685546875	0.8173476457595825	0.03511597961187363	0.03899027779698372	0.7072895169258118	22.057698178757462	4.0	0.0	3549.8550534865212	6.0	0.0	2103818
69	70.0	1.0	0.001	0.03572203900292863	0.6887999773025513	55.57250213623047	0.8158332109451294	0.03466861695051193	0.03830492123961449	0.7065823078155518	22.015709955366066	4.0	0.0	3565.697131492294	6.0	0.0	2103818
70	71.0	1.0	0.001	0.035287186924229455	0.6990000009536743	55.57351303100586	0.8143211603164673	0.03404052183032036	0.037648752331733704	0.7058757543563843	21.977303865197165	4.0	0.0	3582.449350612337	6.0	0.0	2103818
71	72.0	1.0	0.001	0.034860254640650824	0.70660001039505	55.57453918457031	0.812881350517273	0.03320556879043579	0.03701528161764145	0.7051698565483093	21.93890513315913	4.0	0.0	3598.0417024610806	6.0	0.0	2103818
72	73.0	1.0	0.001	0.03444050131155432	0.7155999541282654	55.5755729675293	0.8115054368972778	0.03254048153758049	0.03639323264360428	0.7044646739959717	21.905347424202056	4.0	0.0	3615.576112155799	6.0	0.0	2103818
73	74.0	1.0	0.001	0.03402979668584957	0.7231999635696411	55.57662582397461	0.8101547956466675	0.031815867871046066	0.03578416630625725	0.7037602663040161	21.87371319303549	4.0	0.0	3632.584755475403	6.0	0.0	2103818
74	75.0	1.0	0.001	0.033626979331081844	0.7303999662399292	55.57768630981445	0.8088899254798889	0.03120550513267517	0.03517936170101166	0.7030564546585083	21.84215790865868	4.0	0.0	3648.6129835961965	6.0	0.0	2103818
75	76.0	1.0	0.001	0.033234158833118026	0.7378000020980835	55.578758239746094	0.8077964782714844	0.030675768852233887	0.034581176936626434	0.7023534178733826	21.813238785864286	4.0	0.0	3668.266387897575	6.0	0.0	2103818
76	77.0	1.0	0.001	0.032849146183829954	0.7443999648094177	55.57984161376953	0.8068176507949829	0.03015929087996483	0.03399289771914482	0.7016510963439941	21.78621313216604	4.0	0.0	3687.5695368620986	6.0	0.0	2103818
77	78.0	1.0	0.001	0.03247143239092693	0.7513999938964844	55.5809326171875	0.805877685546875	0.029760077595710754	0.03341711685061455	0.7009494304656982	21.758667685365822	4.0	0.0	3704.7127562297537	6.0	0.0	2103818
78	79.0	1.0	0.001	0.032102072122849296	0.7579999566078186	55.58203887939453	0.8050990104675293	0.02931338921189308	0.032864976674318314	0.7002485394477844	21.73292224118247	4.0	0.0	3723.502777053174	6.0	0.0	2103818
79	80.0	1.0	0.001	0.031740576473891016	0.7653999924659729	55.58315658569336	0.8044806718826294	0.02892134338617325	0.03233662620186806	0.6995483040809631	21.707548635376874	4.0	0.0	3739.6750513813026	6.0	0.0	2103818
